Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
20-Jan-16,EQ,"5,417.80","5,525.00","5,375.00","5,428.80","5,475.00","5,485.60","5,429.35","7,505.00","5,375.00",14685,"7,97,29,982.10",3133
19-Jan-16,EQ,"5,444.95","5,494.00","5,390.00","5,436.00","5,430.05","5,428.80","5,430.17","7,505.00","5,390.00",21347,"11,59,17,814.70",4052
18-Jan-16,EQ,"5,597.70","5,600.00","5,400.00","5,597.70","5,439.80","5,436.00","5,445.43","7,505.00","5,400.00",21414,"11,66,08,350.05",6423
15-Jan-16,EQ,"5,600.00","5,630.00","5,572.05","5,616.15","5,600.00","5,597.70","5,603.82","7,505.00","5,400.40",27017,"15,13,98,475.90",4489
14-Jan-16,EQ,"5,460.00","5,630.20","5,432.00","5,501.15","5,630.20","5,616.15","5,576.16","7,505.00","5,400.40",34830,"19,42,17,713.75",8177
13-Jan-16,EQ,"5,465.00","5,530.00","5,400.40","5,439.85","5,507.00","5,501.15","5,480.94","7,505.00","5,400.40",61874,"33,91,27,787.95",7563
12-Jan-16,EQ,"5,515.00","5,515.00","5,408.15","5,469.25","5,463.00","5,439.85","5,442.74","7,505.00","5,408.15",56465,"30,73,24,526.80",7131
11-Jan-16,EQ,"5,625.00","5,625.00","5,435.55","5,632.55","5,478.00","5,469.25","5,515.51","7,505.00","5,435.55",50060,"27,61,06,252.15",9278
08-Jan-16,EQ,"5,690.00","5,691.00","5,615.00","5,638.95","5,641.10","5,632.55","5,626.94","7,505.00","5,501.00",44465,"25,02,01,958.40",5814
07-Jan-16,EQ,"5,729.95","5,729.95","5,621.40","5,719.50","5,621.50","5,638.95","5,664.89","7,505.00","5,501.00",22220,"12,58,73,922.75",5373
06-Jan-16,EQ,"5,666.10","5,729.55","5,655.00","5,662.40","5,710.00","5,719.50","5,705.56","7,505.00","5,501.00",55372,"31,59,28,248.75",9194
05-Jan-16,EQ,"5,739.00","5,739.00","5,650.00","5,669.80","5,658.00","5,662.40","5,666.00","7,505.00","5,501.00",27112,"15,36,16,462.25",5768
04-Jan-16,EQ,"5,814.00","5,827.00","5,652.00","5,785.15","5,673.95","5,669.80","5,724.42","7,505.00","5,501.00",35426,"20,27,93,418.35",9813
01-Jan-16,EQ,"5,820.05","5,850.00","5,775.00","5,828.00","5,782.05","5,785.15","5,807.86","7,505.00","5,501.00",12085,"7,01,87,977.80",4257
31-Dec-15,EQ,"5,862.65","5,870.05","5,803.50","5,839.85","5,817.30","5,828.00","5,826.42","7,505.00","5,501.00",19210,"11,19,25,551.25",4602
30-Dec-15,EQ,"5,850.00","5,860.00","5,790.10","5,839.20","5,810.50","5,839.85","5,835.40","7,505.00","5,501.00",19255,"11,23,60,614.55",5459
29-Dec-15,EQ,"5,829.00","5,855.00","5,795.05","5,804.65","5,830.00","5,839.20","5,843.96","7,505.00","5,501.00",14160,"8,27,50,403.40",4045
28-Dec-15,EQ,"5,776.00","5,850.65","5,750.00","5,775.90","5,802.00","5,804.65","5,812.68","7,505.00","5,501.00",22286,"12,95,41,486.30",4719
24-Dec-15,EQ,"5,775.00","5,798.00","5,725.00","5,778.00","5,775.00","5,775.90","5,761.65","7,505.00","5,501.00",14043,"8,09,10,856.60",3024
23-Dec-15,EQ,"5,765.00","5,794.00","5,730.00","5,730.00","5,757.00","5,778.00","5,763.42","7,505.00","5,501.00",12253,"7,06,19,155.45",3471
22-Dec-15,EQ,"5,704.90","5,749.00","5,680.00","5,674.35","5,733.00","5,730.00","5,724.06","7,505.00","5,501.00",19130,"10,95,01,176.00",5724
21-Dec-15,EQ,"5,715.00","5,732.00","5,665.20","5,673.00","5,675.00","5,674.35","5,690.55","7,505.00","5,501.00",28016,"15,94,26,392.70",7770
18-Dec-15,EQ,"5,897.00","5,897.00","5,630.00","5,883.35","5,666.35","5,673.00","5,723.49","7,505.00","5,501.00",61457,"35,17,48,491.95",12904
17-Dec-15,EQ,"5,832.00","5,919.95","5,820.80","5,828.40","5,875.05","5,883.35","5,855.41","7,505.00","5,501.00",27911,"16,34,30,464.70",4744
16-Dec-15,EQ,"5,889.00","5,915.00","5,821.00","5,838.60","5,830.00","5,828.40","5,855.94","7,505.00","5,501.00",31415,"18,39,64,290.80",7869
15-Dec-15,EQ,"5,907.00","5,910.00","5,813.05","5,879.75","5,818.05","5,838.60","5,858.09","7,505.00","5,501.00",34519,"20,22,15,369.35",11082
14-Dec-15,EQ,"5,909.90","5,909.90","5,782.45","5,908.25","5,880.00","5,879.75","5,850.22","7,505.00","5,501.00",27743,"16,23,02,667.25",5982
11-Dec-15,EQ,"5,770.65","5,930.00","5,765.00","5,770.65","5,910.00","5,908.25","5,880.85","7,505.00","5,501.00",53452,"31,43,43,142.40",12812
10-Dec-15,EQ,"5,760.00","5,820.00","5,750.00","5,759.70","5,778.00","5,770.65","5,773.55","7,505.00","5,501.00",28579,"16,50,02,155.10",7248
09-Dec-15,EQ,"5,827.10","5,849.00","5,752.55","5,825.35","5,761.50","5,759.70","5,763.74","7,505.00","5,501.00",120058,"69,19,82,604.35",8056
08-Dec-15,EQ,"5,893.00","5,899.70","5,820.00","5,893.60","5,830.10","5,825.35","5,842.01","7,505.00","5,501.00",50408,"29,44,84,222.95",6116
07-Dec-15,EQ,"5,898.00","5,910.00","5,819.80","5,857.05","5,896.00","5,893.60","5,884.73","7,505.00","5,501.00",17595,"10,35,41,901.35",4897
04-Dec-15,EQ,"5,836.00","5,907.00","5,805.15","5,835.90","5,855.00","5,857.05","5,848.64","7,505.00","5,501.00",41218,"24,10,69,274.55",12360
03-Dec-15,EQ,"5,860.00","5,860.00","5,820.00","5,868.10","5,840.00","5,835.90","5,835.79","7,505.00","5,501.00",66220,"38,64,46,203.25",5551
02-Dec-15,EQ,"5,885.20","5,920.00","5,834.90","5,879.15","5,851.15","5,868.10","5,852.66","7,505.00","5,501.00",59827,"35,01,47,037.65",7261
01-Dec-15,EQ,"5,858.90","5,950.00","5,858.90","5,858.80","5,873.00","5,879.15","5,885.57","7,505.00","5,501.00",50000,"29,42,78,255.50",13134
30-Nov-15,EQ,"5,900.00","5,964.15","5,850.00","5,949.00","5,860.05","5,858.80","5,869.45","7,505.00","5,501.00",142381,"83,56,98,523.30",25916
27-Nov-15,EQ,"6,021.00","6,043.25","5,905.55","6,023.55","5,950.00","5,949.00","5,943.40","7,505.00","5,501.00",113708,"67,58,12,269.15",11507
26-Nov-15,EQ,"6,073.90","6,140.00","6,006.00","6,056.35","6,020.50","6,023.55","6,032.65","7,505.00","5,501.00",72189,"43,54,90,999.00",12122
24-Nov-15,EQ,"6,162.50","6,162.50","6,050.00","6,141.60","6,058.00","6,056.35","6,080.87","7,505.00","5,501.00",33023,"20,08,08,710.00",5465
23-Nov-15,EQ,"6,199.00","6,226.00","6,110.00","6,196.25","6,125.00","6,141.60","6,150.73","7,505.00","5,501.00",28203,"17,34,69,115.90",6528
20-Nov-15,EQ,"6,268.00","6,279.00","6,180.00","6,280.15","6,180.05","6,196.25","6,222.65","7,505.00","5,501.00",19934,"12,40,42,291.70",4699
19-Nov-15,EQ,"6,109.00","6,323.00","6,085.05","6,082.30","6,264.90","6,280.15","6,215.95","7,505.00","5,501.00",61148,"38,00,93,107.25",10068
18-Nov-15,EQ,"6,105.00","6,134.90","6,068.00","6,084.60","6,078.05","6,082.30","6,100.39","7,505.00","5,501.00",27800,"16,95,90,810.20",4399
17-Nov-15,EQ,"6,005.00","6,137.85","5,951.00","5,986.45","6,101.50","6,084.60","6,040.68","7,505.00","5,501.00",67571,"40,81,75,016.65",11449
16-Nov-15,EQ,"6,050.00","6,070.00","5,962.50","6,034.20","5,990.00","5,986.45","5,981.79","7,505.00","5,501.00",110197,"65,91,75,061.90",7752
13-Nov-15,EQ,"6,154.80","6,186.00","6,014.00","6,174.80","6,043.95","6,034.20","6,044.26","7,505.00","5,501.00",115791,"69,98,70,628.20",14519
11-Nov-15,EQ,"6,116.55","6,184.95","6,116.55","6,072.30","6,161.15","6,174.80","6,162.18","7,505.00","5,501.00",9049,"5,57,61,580.10",1933
10-Nov-15,EQ,"6,190.00","6,190.00","6,050.00","6,111.40","6,091.00","6,072.30","6,098.40","7,505.00","5,501.00",32828,"20,01,98,145.95",5400
09-Nov-15,EQ,"6,125.00","6,199.95","6,099.00","6,168.95","6,118.95","6,111.40","6,158.33","7,505.00","5,501.00",51683,"31,82,81,018.55",7321
06-Nov-15,EQ,"6,199.00","6,234.95","6,151.00","6,165.65","6,163.00","6,168.95","6,187.29","7,505.00","5,501.00",16050,"9,93,06,037.70",2624
05-Nov-15,EQ,"6,260.00","6,299.00","6,150.00","6,251.15","6,180.00","6,165.65","6,220.40","7,505.00","5,501.00",38309,"23,82,97,413.30",6506
04-Nov-15,EQ,"6,250.00","6,474.00","6,219.75","6,217.75","6,250.00","6,251.15","6,344.19","7,505.00","5,501.00",157371,"99,83,90,827.10",20331
03-Nov-15,EQ,"6,299.00","6,320.00","6,205.15","6,276.05","6,210.00","6,217.75","6,239.44","7,505.00","5,501.00",28500,"17,78,24,165.75",8400
02-Nov-15,EQ,"6,160.00","6,319.00","6,150.00","6,173.90","6,288.00","6,276.05","6,227.43","7,505.00","5,501.00",29690,"18,48,92,327.60",6139
30-Oct-15,EQ,"6,230.00","6,262.00","6,150.00","6,290.50","6,192.05","6,173.90","6,202.03","7,505.00","5,501.00",51020,"31,64,27,697.25",12070
29-Oct-15,EQ,"6,337.50","6,370.00","6,251.95","6,337.40","6,280.00","6,290.50","6,278.71","7,505.00","5,501.00",47775,"29,99,65,390.00",7912
28-Oct-15,EQ,"6,370.00","6,380.05","6,300.00","6,354.50","6,345.00","6,337.40","6,331.54","7,505.00","5,501.00",29844,"18,89,58,403.90",8685
27-Oct-15,EQ,"6,399.00","6,410.00","6,345.00","6,316.30","6,357.00","6,354.50","6,370.78","7,505.00","5,501.00",33326,"21,23,12,780.30",8570
26-Oct-15,EQ,"6,358.00","6,420.00","6,280.00","6,328.65","6,302.40","6,316.30","6,338.54","7,505.00","5,501.00",33416,"21,18,08,664.75",9303
23-Oct-15,EQ,"6,550.00","6,550.00","6,311.20","6,463.30","6,331.00","6,328.65","6,419.42","7,505.00","5,501.00",39067,"25,07,87,449.50",10697
21-Oct-15,EQ,"6,545.00","6,629.00","6,440.10","6,536.50","6,446.00","6,463.30","6,530.09","7,505.00","5,501.00",59955,"39,15,11,493.55",10211
20-Oct-15,EQ,"6,598.40","6,648.50","6,510.50","6,493.00","6,524.00","6,536.50","6,573.71","7,505.00","5,501.00",73153,"48,08,86,719.60",11480
19-Oct-15,EQ,"6,598.00","6,614.40","6,452.25","6,569.40","6,468.00","6,493.00","6,519.51","7,505.00","5,501.00",71912,"46,88,30,968.00",12546
16-Oct-15,EQ,"6,250.00","6,669.95","6,170.00","6,206.50","6,555.00","6,569.40","6,549.53","7,505.00","5,501.00",317373,"2,07,86,45,068.75",41956
15-Oct-15,EQ,"6,195.00","6,258.95","6,150.50","6,210.65","6,225.00","6,206.50","6,197.30","7,505.00","5,501.00",24109,"14,94,10,717.35",4641
14-Oct-15,EQ,"6,199.00","6,248.00","6,111.00","6,151.95","6,197.95","6,210.65","6,196.98","7,505.00","5,501.00",15619,"9,67,90,620.05",3178
13-Oct-15,EQ,"6,267.00","6,317.60","6,105.15","6,256.10","6,150.00","6,151.95","6,155.82","7,505.00","5,501.00",46265,"28,47,99,056.90",13165
12-Oct-15,EQ,"6,417.00","6,430.05","6,230.00","6,416.55","6,256.00","6,256.10","6,284.63","7,505.00","5,501.00",24060,"15,12,08,166.85",6440
09-Oct-15,EQ,"6,367.00","6,449.00","6,352.55","6,367.45","6,410.00","6,416.55","6,408.31","7,505.00","5,501.00",14875,"9,53,23,678.40",3516
08-Oct-15,EQ,"6,392.00","6,419.00","6,340.35","6,337.55","6,350.00","6,367.45","6,375.56","7,505.00","5,501.00",8972,"5,72,01,489.25",2566
07-Oct-15,EQ,"6,490.00","6,490.00","6,314.70","6,495.25","6,321.10","6,337.55","6,382.91","7,505.00","5,501.00",36934,"23,57,46,378.15",9794
06-Oct-15,EQ,"6,480.00","6,519.00","6,425.00","6,478.60","6,475.00","6,495.25","6,483.50","7,505.00","5,501.00",23236,"15,06,50,607.55",7352
05-Oct-15,EQ,"6,450.00","6,482.00","6,426.00","6,422.50","6,473.00","6,478.60","6,467.58","7,505.00","5,501.00",29433,"19,03,60,176.75",6579
01-Oct-15,EQ,"6,364.00","6,434.00","6,323.15","6,367.65","6,424.00","6,422.50","6,392.14","7,505.00","5,501.00",30309,"19,37,39,507.45",6321
30-Sep-15,EQ,"6,250.00","6,398.00","6,213.40","6,179.60","6,369.00","6,367.65","6,312.47","7,505.00","5,501.00",54871,"34,63,71,573.55",12876
29-Sep-15,EQ,"6,188.00","6,250.00","6,111.00","6,219.30","6,165.00","6,179.60","6,186.88","7,505.00","5,501.00",24187,"14,96,41,965.20",7489
28-Sep-15,EQ,"6,245.00","6,278.00","6,153.00","6,212.05","6,156.35","6,219.30","6,229.46","7,505.00","5,501.00",27813,"17,32,59,954.30",5849
24-Sep-15,EQ,"6,288.00","6,288.00","6,152.35","6,219.80","6,224.00","6,212.05","6,205.67","7,505.00","5,501.00",26846,"16,65,97,464.75",7990
23-Sep-15,EQ,"6,178.90","6,350.35","6,060.00","6,148.45","6,300.00","6,219.80","6,183.58","7,505.00","5,501.00",31449,"19,44,67,423.85",4871
22-Sep-15,EQ,"6,220.00","6,300.00","6,125.00","6,176.80","6,140.00","6,148.45","6,219.10","7,505.00","5,501.00",25332,"15,75,42,319.15",8773
21-Sep-15,EQ,"6,255.00","6,255.00","6,170.00","6,236.70","6,180.00","6,176.80","6,194.71","7,505.00","5,501.00",9914,"6,14,14,341.75",2832
18-Sep-15,EQ,"6,096.35","6,260.00","6,096.35","6,096.35","6,236.00","6,236.70","6,223.86","7,505.00","5,501.00",64894,"40,38,91,109.10",12309
16-Sep-15,EQ,"6,087.00","6,138.00","6,003.85","6,025.00","6,086.00","6,096.35","6,048.87","7,505.00","5,501.00",52025,"31,46,92,587.80",7168
15-Sep-15,EQ,"6,039.95","6,090.00","6,000.00","6,056.50","6,022.00","6,025.00","6,027.17","7,505.00","5,501.00",21365,"12,87,70,444.80",5646
14-Sep-15,EQ,"6,020.00","6,069.00","6,000.00","6,001.25","6,039.00","6,056.50","6,043.04","7,505.00","5,501.00",18457,"11,15,36,362.90",3553
11-Sep-15,EQ,"6,001.00","6,060.00","5,961.20","6,005.10","5,980.25","6,001.25","6,011.22","7,505.00","5,501.00",14192,"8,53,11,170.00",3424
10-Sep-15,EQ,"6,000.00","6,014.95","5,969.95","5,986.60","6,001.00","6,005.10","6,001.38","7,505.00","5,501.00",22946,"13,77,07,563.10",4856
09-Sep-15,EQ,"5,939.95","5,995.00","5,931.05","5,902.20","5,991.95","5,986.60","5,966.22","7,505.00","5,501.00",26234,"15,65,17,874.70",6531
08-Sep-15,EQ,"5,981.00","6,004.10","5,880.00","6,001.35","5,885.00","5,902.20","5,939.91","7,505.00","5,501.00",37289,"22,14,93,402.70",8642
07-Sep-15,EQ,"6,003.00","6,030.00","5,960.00","5,995.60","6,000.00","6,001.35","6,000.80","7,505.00","5,501.00",31004,"18,60,48,763.60",6297
04-Sep-15,EQ,"6,050.00","6,064.95","5,960.40","6,035.45","5,970.00","5,995.60","5,996.60","7,505.00","5,501.00",19538,"11,71,61,502.90",4473
03-Sep-15,EQ,"6,029.50","6,074.70","5,850.00","5,930.00","6,060.00","6,035.45","5,977.05","7,505.00","5,501.00",51799,"30,96,05,201.35",10065
02-Sep-15,EQ,"6,041.00","6,067.20","5,903.55","6,003.60","5,911.00","5,930.00","5,970.51","7,505.00","5,501.00",40575,"24,22,53,493.25",7675
01-Sep-15,EQ,"5,935.00","6,028.45","5,910.00","5,965.40","6,007.00","6,003.60","5,999.39","7,505.00","5,501.00",34852,"20,90,90,637.10",7380
31-Aug-15,EQ,"6,099.95","6,104.95","5,950.00","6,104.65","5,962.00","5,965.40","5,999.81","7,505.00","5,501.00",69408,"41,64,34,802.35",18435
28-Aug-15,EQ,"6,100.00","6,140.00","6,040.00","6,057.00","6,094.30","6,104.65","6,107.84","7,505.00","5,501.00",43170,"26,36,75,475.85",9204
27-Aug-15,EQ,"6,165.00","6,175.00","6,030.00","6,064.20","6,080.05","6,057.00","6,094.51","7,505.00","5,501.00",35980,"21,92,80,384.30",6558
26-Aug-15,EQ,"6,169.95","6,199.85","6,050.00","6,163.40","6,098.00","6,064.20","6,102.77","7,505.00","5,501.00",56983,"34,77,54,133.95",11148
25-Aug-15,EQ,"6,094.95","6,220.80","6,029.00","6,036.00","6,170.00","6,163.40","6,142.36","7,505.00","5,501.00",50568,"31,06,06,768.45",10731
24-Aug-15,EQ,"6,078.00","6,208.75","5,995.00","6,090.75","6,034.00","6,036.00","6,099.05","7,505.00","5,501.00",78584,"47,92,87,745.80",12745
21-Aug-15,EQ,"6,075.00","6,195.00","6,060.00","6,150.90","6,076.50","6,090.75","6,106.88","7,505.00","5,501.00",36949,"22,56,42,943.05",6585
20-Aug-15,EQ,"6,124.95","6,180.00","6,085.75","6,098.70","6,155.00","6,150.90","6,149.81","7,505.00","5,501.00",65541,"40,30,64,654.25",10296
19-Aug-15,EQ,"6,200.00","6,200.00","6,081.25","6,164.70","6,100.00","6,098.70","6,141.56","7,505.00","5,501.00",59166,"36,33,71,476.75",9158
18-Aug-15,EQ,"6,201.00","6,207.00","6,140.00","6,135.40","6,160.00","6,164.70","6,182.92","7,505.00","5,501.00",63390,"39,19,35,581.70",9021
17-Aug-15,EQ,"6,268.80","6,279.95","6,130.00","6,268.80","6,132.00","6,135.40","6,185.10","7,505.00","5,501.00",45417,"28,09,08,748.10",8649
14-Aug-15,EQ,"6,398.00","6,398.00","6,251.10","6,317.25","6,255.00","6,268.80","6,310.33","7,505.00","5,280.05",63854,"40,29,39,812.45",10555
13-Aug-15,EQ,"6,300.00","6,533.00","6,234.00","6,234.30","6,290.00","6,317.25","6,410.23","7,505.00","5,280.05",506085,"3,24,41,23,693.25",57834
12-Aug-15,EQ,"6,225.00","6,350.00","6,007.05","6,317.35","6,340.00","6,234.30","6,196.93","7,505.00","5,280.05",114437,"70,91,57,655.75",15529
11-Aug-15,EQ,"6,460.35","6,463.95","6,300.00","6,388.40","6,300.05","6,317.35","6,347.72","7,505.00","5,280.05",51237,"32,52,38,266.20",13495
10-Aug-15,EQ,"6,550.00","6,567.30","6,347.05","6,548.60","6,380.00","6,388.40","6,429.13","7,505.00","5,280.05",62031,"39,88,05,555.35",9084
07-Aug-15,EQ,"6,548.00","6,560.00","6,525.55","6,486.10","6,550.00","6,548.60","6,546.79","7,505.00","5,162.00",69339,"45,39,48,110.05",16582
06-Aug-15,EQ,"6,533.70","6,596.00","6,450.00","6,838.35","6,483.95","6,486.10","6,491.12","7,505.00","5,162.00",173295,"1,12,48,79,080.85",31748
05-Aug-15,EQ,"6,800.00","6,998.00","6,590.20","6,350.65","6,820.00","6,838.35","6,778.90","7,505.00","5,162.00",364555,"2,47,12,80,894.90",55092
04-Aug-15,EQ,"6,349.90","6,383.60","6,320.20","6,326.25","6,358.00","6,350.65","6,352.30","7,505.00","5,162.00",105771,"67,18,88,594.95",11778
03-Aug-15,EQ,"6,385.00","6,500.00","6,220.05","6,357.40","6,285.00","6,326.25","6,423.80","7,505.00","5,162.00",108792,"69,88,57,751.50",20245
31-Jul-15,EQ,"6,210.00","6,390.00","6,210.00","6,331.20","6,350.00","6,357.40","6,315.63","7,505.00","5,078.00",111955,"70,70,66,848.90",13538
30-Jul-15,EQ,"6,032.05","6,390.00","5,980.45","6,152.65","6,331.00","6,331.20","6,203.76","7,505.00","5,078.00",176979,"1,09,79,35,667.40",23048
29-Jul-15,EQ,"6,200.00","6,254.60","6,082.40","6,192.45","6,177.70","6,152.65","6,204.44","7,505.00","5,078.00",73126,"45,37,05,736.30",14043
28-Jul-15,EQ,"6,265.00","6,300.00","6,169.00","6,261.40","6,200.20","6,192.45","6,216.82","7,505.00","5,078.00",53887,"33,50,05,740.25",14718
27-Jul-15,EQ,"6,100.00","6,306.85","6,033.00","6,033.90","6,225.00","6,261.40","6,187.67","7,505.00","5,078.00",113239,"70,06,85,142.90",17152
24-Jul-15,EQ,"6,052.00","6,124.45","6,000.00","6,060.40","6,033.00","6,033.90","6,045.52","7,505.00","4,972.10",30532,"18,45,81,721.45",5211
23-Jul-15,EQ,"6,000.00","6,069.90","5,999.40","5,990.60","6,052.05","6,060.40","6,047.70","7,505.00","4,972.10",31337,"18,95,16,823.85",4796
22-Jul-15,EQ,"6,048.00","6,048.00","5,974.00","6,068.50","5,986.00","5,990.60","5,994.72","7,505.00","4,972.10",26233,"15,72,59,526.75",5289
21-Jul-15,EQ,"6,099.95","6,107.85","6,050.00","6,071.05","6,070.00","6,068.50","6,068.43","7,505.00","4,972.10",22646,"13,74,25,739.15",5161
20-Jul-15,EQ,"6,104.95","6,131.80","6,057.70","6,078.60","6,071.00","6,071.05","6,086.18","7,505.00","4,972.10",19953,"12,14,37,604.50",3134
17-Jul-15,EQ,"6,020.00","6,125.00","6,019.95","6,025.50","6,075.00","6,078.60","6,083.94","7,505.00","4,916.00",52852,"32,15,48,556.40",8383
16-Jul-15,EQ,"5,989.95","6,045.50","5,975.05","5,967.90","6,015.00","6,025.50","6,015.89","7,505.00","4,916.00",35537,"21,37,86,524.00",6819
15-Jul-15,EQ,"5,920.00","5,995.60","5,920.00","5,953.10","5,966.00","5,967.90","5,977.74","7,505.00","4,916.00",101401,"60,61,48,519.75",6459
14-Jul-15,EQ,"5,989.90","5,994.00","5,935.25","5,955.50","5,953.10","5,953.10","5,960.52","7,505.00","4,916.00",40738,"24,28,19,602.45",6444
13-Jul-15,EQ,"6,020.00","6,020.00","5,895.00","5,963.40","5,957.70","5,955.50","5,958.27","7,505.00","4,916.00",65745,"39,17,26,160.90",10396
10-Jul-15,EQ,"6,060.00","6,070.00","5,926.05","6,029.95","5,965.00","5,963.40","5,967.31","7,505.00","4,831.20",92072,"54,94,22,190.65",22460
09-Jul-15,EQ,"6,075.00","6,099.00","6,001.00","5,995.90","6,040.05","6,029.95","6,041.69","7,505.00","4,831.20",70819,"42,78,66,235.05",11639
08-Jul-15,EQ,"6,060.00","6,060.20","5,960.10","6,084.85","6,000.00","5,995.90","5,999.61","7,505.00","4,831.20",109001,"65,39,63,625.70",16262
07-Jul-15,EQ,"6,190.00","6,190.00","6,060.00","6,120.30","6,090.00","6,084.85","6,109.30","7,505.00","4,831.20",63527,"38,81,05,321.45",10778
06-Jul-15,EQ,"6,199.95","6,199.95","6,075.00","6,165.20","6,118.00","6,120.30","6,108.36","7,505.00","4,831.20",38621,"23,59,11,004.30",6748
03-Jul-15,EQ,"6,314.95","6,344.95","6,151.00","6,241.60","6,155.00","6,165.20","6,226.14","7,505.00","4,831.20",89765,"55,88,89,032.45",14609
02-Jul-15,EQ,"6,259.95","6,375.00","6,215.00","6,144.45","6,247.00","6,241.60","6,293.02","7,505.00","4,831.20",111329,"70,05,96,064.35",17058
01-Jul-15,EQ,"6,400.00","6,494.00","6,116.00","6,352.20","6,128.90","6,144.45","6,306.62","7,505.00","4,831.20",168999,"1,06,58,12,468.70",25392
30-Jun-15,EQ,"6,022.00","6,392.00","6,022.00","6,071.05","6,359.90","6,352.20","6,260.71","7,505.00","4,831.20",252693,"1,58,20,38,476.00",32482
29-Jun-15,EQ,"5,825.50","6,087.50","5,825.50","5,958.15","6,055.00","6,071.05","6,021.17","7,505.00","4,831.20",82096,"49,43,13,983.80",13255
26-Jun-15,EQ,"5,922.00","5,970.00","5,870.00","5,836.45","5,965.00","5,958.15","5,935.63","7,505.00","4,831.20",75863,"45,02,95,018.90",11411
25-Jun-15,EQ,"6,005.00","6,049.00","5,810.25","6,004.10","5,829.90","5,836.45","5,887.34","7,505.00","4,831.20",136513,"80,36,98,305.85",20751
24-Jun-15,EQ,"6,150.00","6,163.15","5,981.10","6,127.85","6,005.00","6,004.10","6,054.67","7,505.00","4,831.20",55028,"33,31,76,208.55",10355
23-Jun-15,EQ,"6,290.00","6,290.00","6,100.10","6,296.60","6,103.00","6,127.85","6,187.03","7,505.00","4,831.20",54383,"33,64,69,502.10",8901
22-Jun-15,EQ,"6,276.00","6,411.15","6,215.00","6,281.00","6,223.00","6,296.60","6,320.71","7,505.00","4,831.20",78944,"49,89,82,262.35",15590
19-Jun-15,EQ,"6,010.00","6,325.00","6,010.00","6,081.65","6,300.00","6,281.00","6,232.76","7,505.00","4,831.20",145841,"90,89,91,673.55",20727
18-Jun-15,EQ,"5,864.00","6,128.00","5,850.00","5,838.90","6,119.00","6,081.65","5,975.81","7,505.00","4,831.20",118969,"71,09,35,901.45",18337
17-Jun-15,EQ,"5,745.00","5,900.00","5,651.00","5,784.65","5,880.00","5,838.90","5,815.03","7,505.00","4,831.20",140517,"81,71,10,518.55",19112
16-Jun-15,EQ,"5,899.00","5,899.00","5,755.00","5,955.05","5,770.00","5,784.65","5,810.92","7,505.00","4,831.20",87482,"50,83,50,744.90",13192
15-Jun-15,EQ,"6,048.00","6,050.00","5,892.40","6,087.20","5,940.00","5,955.05","5,953.15","7,505.00","4,831.20",73067,"43,49,78,753.30",13661
12-Jun-15,EQ,"6,184.50","6,184.50","5,925.35","6,164.70","6,085.00","6,087.20","6,092.91","7,505.00","4,831.20",104699,"63,79,21,496.65",17079
11-Jun-15,EQ,"6,158.90","6,306.00","5,975.75","6,060.35","6,110.00","6,164.70","6,121.80","7,505.00","4,831.20",302802,"1,85,36,92,057.80",44093
10-Jun-15,EQ,"6,049.90","6,240.00","6,021.25","5,964.35","6,054.00","6,060.35","6,139.72","7,505.00","4,831.20",247150,"1,51,74,32,420.40",33745
09-Jun-15,EQ,"5,590.35","6,120.00","5,525.00","5,569.00","6,090.00","5,964.35","5,772.73","7,505.00","4,831.20",568881,"3,28,39,98,926.75",67585
08-Jun-15,EQ,"5,850.00","5,850.00","5,501.00","6,011.60","5,504.00","5,569.00","5,664.71","7,505.00","4,831.20",344869,"1,95,35,84,179.70",48226
05-Jun-15,EQ,"5,830.00","6,125.00","5,711.00","6,004.45","6,021.00","6,011.60","5,976.79","7,505.00","4,761.00",756189,"4,51,95,79,874.55",86074
04-Jun-15,EQ,"5,880.00","6,050.00","5,800.55","6,186.95","5,990.05","6,004.45","5,939.73","7,505.00","4,761.00",430477,"2,55,69,18,897.95",55105
03-Jun-15,EQ,"6,500.00","6,533.00","5,980.00","6,803.25","6,170.00","6,186.95","6,255.75","7,505.00","4,761.00",390444,"2,44,25,19,161.35",58558
02-Jun-15,EQ,"6,772.00","6,999.90","6,755.15","6,670.20","6,797.05","6,803.25","6,858.00","7,505.00","4,761.00",75154,"51,54,05,895.75",14130
01-Jun-15,EQ,"6,700.00","6,733.00","6,530.95","6,751.55","6,652.00","6,670.20","6,637.29","7,505.00","4,761.00",68323,"45,34,79,225.50",15706
29-May-15,EQ,"6,992.00","7,057.65","6,564.80","7,057.65","6,849.00","6,751.55","6,816.03","7,505.00","4,722.75",108338,"73,84,34,516.70",20789
28-May-15,EQ,"7,090.00","7,210.00","6,955.50","7,062.50","7,099.90","7,057.65","7,039.25","7,505.00","4,722.75",34215,"24,08,48,016.45",8486
27-May-15,EQ,"6,805.35","7,135.00","6,776.00","6,805.35","7,099.95","7,062.50","6,962.54","7,505.00","4,722.75",61700,"42,95,88,765.90",14728
26-May-15,EQ,"6,960.00","6,993.00","6,535.10","6,936.60","6,796.40","6,805.35","6,759.23","7,505.00","4,722.75",62840,"42,47,50,058.45",14175
